timestamp,temperature_C
1689970260.0,38.25
1689970320.0,38.25
1689970380.0,38.25
1689970440.0,38.25
1689970500.0,38.28
1689970560.0,38.28
1689970620.0,38.32
1689970680.0,38.32
1689970740.0,38.32
1689970800.0,38.35
1689970860.0,38.35
1689970920.0,38.38
1689970980.0,38.38
1689971040.0,38.41
1689971100.0,38.41
1689971160.0,38.41
1689971220.0,38.41
1689971280.0,38.41
1689971340.0,38.44
1689971400.0,38.44
1689971460.0,38.44
1689971520.0,38.44
1689971580.0,38.44
1689971640.0,38.44
1689971700.0,38.47
1689971760.0,38.44
1689971820.0,38.44
1689971880.0,38.44
1689971940.0,38.44
1689972000.0,38.44
1689972060.0,38.44
1689972120.0,38.44
1689972180.0,38.41
1689972240.0,38.41
1689972300.0,38.41
1689972360.0,38.41
1689972420.0,38.38
1689972480.0,38.38
1689972540.0,38.38
1689972600.0,38.38
1689972660.0,38.38
1689972720.0,38.38
1689972780.0,38.38
1689972840.0,38.38
1689972900.0,38.41
1689972960.0,38.41
1689973020.0,38.41
1689973080.0,38.41
1689973140.0,38.41
1689973200.0,38.44
1689973260.0,38.44
1689973320.0,38.47
1689973380.0,38.47
1689973440.0,38.51
1689973500.0,38.51
1689973560.0,38.51
1689973620.0,38.51
1689973680.0,38.51
1689973740.0,38.51
1689973800.0,38.51
1689973860.0,38.51
1689973920.0,38.51
1689973980.0,38.51
1689974040.0,38.54
1689974100.0,38.54
1689974160.0,38.51
1689974220.0,38.51
1689974280.0,38.47
1689974340.0,38.47
1689974400.0,38.44
1689974460.0,38.44
1689974520.0,38.44
1689974580.0,38.41
1689974640.0,38.41
1689974700.0,38.41
1689974760.0,38.44
1689974820.0,38.41
1689974880.0,38.41
1689974940.0,38.41
1689975000.0,38.41
1689975060.0,38.41
1689975120.0,38.41
1689975180.0,38.38
1689975240.0,38.38
1689975300.0,38.41
1689975360.0,38.41
1689975420.0,38.38
1689975480.0,38.38
1689975540.0,38.38
1689975600.0,38.35
1689975660.0,38.32
1689975720.0,38.28
1689975780.0,38.28
1689975840.0,38.28
1689975900.0,38.28
1689975960.0,38.28
1689976020.0,38.28
1689976080.0,38.28
1689976140.0,38.32
1689976200.0,38.32
1689976260.0,38.32
1689976320.0,38.35
1689976380.0,38.35
1689976440.0,38.32
1689976500.0,38.32
1689976560.0,38.32
1689976620.0,38.28
1689976680.0,38.28
1689976740.0,38.28
1689976800.0,38.28
1689976860.0,38.28
1689976920.0,38.28
1689976980.0,38.28
1689977040.0,38.28
1689977100.0,38.28
1689977160.0,38.28
1689977220.0,38.28
1689977280.0,38.28
1689977340.0,38.25
1689977400.0,38.25
1689977460.0,38.25
1689977520.0,38.25
1689977580.0,38.25
1689977640.0,38.25
1689977700.0,38.25
1689977760.0,38.28
1689977820.0,38.28
1689977880.0,38.32
1689977940.0,38.35
1689978000.0,38.35
1689978060.0,38.38
1689978120.0,38.38
1689978180.0,38.38
1689978240.0,38.41
1689978300.0,38.41
1689978360.0,38.41
1689978420.0,38.41
1689978480.0,38.44
1689978540.0,38.44
1689978600.0,38.44
1689978660.0,38.44
1689978720.0,38.47
1689978780.0,38.47
1689978840.0,38.47
1689978900.0,38.51
1689978960.0,38.51
1689979020.0,38.51
1689979080.0,38.51
1689979140.0,38.54
1689979200.0,38.54
1689979260.0,38.57
1689979320.0,38.57
1689979380.0,38.6
1689979440.0,38.63
1689979500.0,38.6
1689979560.0,38.6
1689979620.0,38.6
1689979680.0,38.6
1689979740.0,38.6
1689979800.0,38.6
1689979860.0,38.6
1689979920.0,38.6
1689979980.0,38.6
1689980040.0,38.6
1689980100.0,38.6
1689980160.0,38.6
1689980220.0,38.63
1689980280.0,38.63
1689980340.0,38.63
1689980400.0,38.63
1689980460.0,38.63
1689980520.0,38.63
1689980580.0,38.66
1689980640.0,38.66
1689980700.0,38.66
1689980760.0,38.66
1689980820.0,38.66
1689980880.0,38.69
1689980940.0,38.69
1689981000.0,38.69
1689981060.0,38.69
1689981120.0,38.69
1689981180.0,38.69
1689981240.0,38.69
1689981300.0,38.69
1689981360.0,38.69
1689981420.0,38.69
1689981480.0,38.69
1689981540.0,38.69
1689981600.0,38.73
1689981660.0,38.73
1689981720.0,38.73
1689981780.0,38.73
1689981840.0,38.73
1689981900.0,38.73
1689981960.0,38.73
1689982020.0,38.73
1689982080.0,38.73
1689982140.0,38.73
1689982200.0,38.76
1689982260.0,38.76
1689982320.0,38.76
1689982380.0,38.76
1689982440.0,38.76
1689982500.0,38.76
1689982560.0,38.76
1689982620.0,38.73
1689982680.0,38.73
1689982740.0,38.73
1689982800.0,38.73
1689982860.0,38.73
1689982920.0,38.73
1689982980.0,38.69
1689983040.0,38.69
1689983100.0,38.69
1689983160.0,38.73
1689983220.0,38.73
1689983280.0,38.73
1689983340.0,38.73
1689983400.0,38.69
1689983460.0,38.69
1689983520.0,38.69
1689983580.0,38.69
1689983640.0,38.69
1689983700.0,38.69
1689983760.0,38.69
1689983820.0,38.69
1689983880.0,38.69
1689983940.0,38.69
1689984000.0,38.69
1689984060.0,38.73
1689984120.0,38.73
1689984180.0,38.73
1689984240.0,38.76
1689984300.0,38.76
1689984360.0,38.79
1689984420.0,38.82
1689984480.0,38.82
1689984540.0,38.82
1689984600.0,38.82
1689984660.0,38.82
1689984720.0,38.82
1689984780.0,38.82
1689984840.0,38.82
1689984900.0,38.82
1689984960.0,38.79
1689985020.0,38.76
1689985080.0,38.76
1689985140.0,38.73
1689985200.0,38.73
1689985260.0,38.69
1689985320.0,38.69
1689985380.0,38.66
1689985440.0,38.66
1689985500.0,38.63
1689985560.0,38.63
1689985620.0,38.6
1689985680.0,38.6
1689985740.0,38.6
1689985800.0,38.57
1689985860.0,38.57
1689985920.0,38.57
1689985980.0,38.57
1689986040.0,38.54
1689986100.0,38.54
1689986160.0,38.54
1689986220.0,38.54
1689986280.0,38.54
1689986340.0,38.51
1689986400.0,38.51
1689986460.0,38.51
1689986520.0,38.51
1689986580.0,38.51
1689986640.0,38.51
1689986700.0,38.51
1689986760.0,38.51
1689986820.0,38.51
1689986880.0,38.51
1689986940.0,38.51
1689987000.0,38.51
1689987060.0,38.54
1689987120.0,38.54
1689987180.0,38.54
1689987240.0,38.54
1689987300.0,38.54
1689987360.0,38.51
1689987420.0,38.51
1689987480.0,38.51
1689987540.0,38.51
1689987600.0,38.51
1689987660.0,38.51
1689987720.0,38.51
1689987780.0,38.51
1689987840.0,38.51
1689987900.0,38.51
1689987960.0,38.51
1689988020.0,38.51
1689988080.0,38.51
1689988140.0,38.51
1689988200.0,38.51
1689988260.0,38.47
1689988320.0,38.47
1689988380.0,38.47
1689988440.0,38.47
1689988500.0,38.47
1689988560.0,38.47
1689988620.0,38.47
1689988680.0,38.47
1689988740.0,38.47
1689988800.0,38.47
1689988860.0,38.47
1689988920.0,38.51
1689988980.0,38.47
1689989040.0,38.47
1689989100.0,38.47
1689989160.0,38.47
1689989220.0,38.44
1689989280.0,38.44
1689989340.0,38.41
1689989400.0,38.41
1689989460.0,38.41
1689989520.0,38.38
1689989580.0,38.38
1689989640.0,38.38
1689989700.0,38.38
1689989760.0,38.38
1689989820.0,38.38
1689989880.0,38.38
1689989940.0,38.38
1689990000.0,38.38
1689990060.0,38.38
1689990120.0,38.38
1689990180.0,38.38
1689990240.0,38.38
1689990300.0,38.38
1689990360.0,38.41
1689990420.0,38.41
1689990480.0,38.41
1689990540.0,38.41
1689990600.0,38.41
1689990660.0,38.41
1689990720.0,38.41
1689990780.0,38.44
1689990840.0,38.44
1689990900.0,38.44
1689990960.0,38.44
1689991020.0,38.47
1689991080.0,38.47
1689991140.0,38.47
1689991200.0,38.51
1689991260.0,38.51
1689991320.0,38.51
1689991380.0,38.51
1689991440.0,38.51
1689991500.0,38.51
1689991560.0,38.54
1689991620.0,38.54
1689991680.0,38.54
1689991740.0,38.54
1689991800.0,38.54
1689991860.0,38.54
1689991920.0,38.57
1689991980.0,38.57
1689992040.0,38.57
1689992100.0,38.57
1689992160.0,38.57
1689992220.0,38.57
1689992280.0,38.6
1689992340.0,38.6
1689992400.0,38.6
1689992460.0,38.6
1689992520.0,38.6
1689992580.0,38.6
1689992640.0,38.6
1689992700.0,38.6
1689992760.0,38.6
1689992820.0,38.6
1689992880.0,38.6
1689992940.0,38.57
1689993000.0,38.57
1689993060.0,38.57
1689993120.0,38.57
1689993180.0,38.57
1689993240.0,38.57
1689993300.0,38.57
1689993360.0,38.57
1689993420.0,38.57
1689993480.0,38.57
1689993540.0,38.57
1689993600.0,38.57
1689993660.0,38.57
1689993720.0,38.57
1689993780.0,38.57
1689993840.0,38.57
1689993900.0,38.6
1689993960.0,38.6
1689994020.0,38.6
1689994080.0,38.6
1689994140.0,38.6
1689994200.0,38.6
1689994260.0,38.6
1689994320.0,38.6
1689994380.0,38.6
1689994440.0,38.6
1689994500.0,38.6
1689994560.0,38.6
1689994620.0,38.57
1689994680.0,38.57
1689994740.0,38.57
1689994800.0,38.57
1689994860.0,38.6
1689994920.0,38.6
1689994980.0,38.6
1689995040.0,38.6
1689995100.0,38.63
1689995160.0,38.63
1689995220.0,38.63
1689995280.0,38.63
1689995340.0,38.66
1689995400.0,38.66
1689995460.0,38.66
1689995520.0,38.66
1689995580.0,38.69
1689995640.0,38.69
1689995700.0,38.69
1689995760.0,38.69
1689995820.0,38.69
1689995880.0,38.69
1689995940.0,38.69
1689996000.0,38.69
1689996060.0,38.69
1689996120.0,38.73
1689996180.0,38.73
1689996240.0,38.73
1689996300.0,38.73
1689996360.0,38.73
1689996420.0,38.73
1689996480.0,38.76
1689996540.0,38.76
1689996600.0,38.76
1689996660.0,38.79
1689996720.0,38.79
1689996780.0,38.76
1689996840.0,38.76
1689996900.0,38.76
1689996960.0,38.76
1689997020.0,38.76
1689997080.0,38.73
1689997140.0,38.73
1689997200.0,38.73
1689997260.0,38.69
1689997320.0,38.69
1689997380.0,38.69
1689997440.0,38.66
1689997500.0,38.66
1689997560.0,38.66
1689997620.0,38.69
1689997680.0,38.69
1689997740.0,38.69
1689997800.0,38.69
1689997860.0,38.69
1689997920.0,38.69
1689997980.0,38.69
1689998040.0,38.69
1689998100.0,38.69
1689998160.0,38.69
1689998220.0,38.69
1689998280.0,38.69
1689998340.0,38.69
1689998400.0,38.69
1689998460.0,38.69
1689998520.0,38.69
1689998580.0,38.69
1689998640.0,38.69
1689998700.0,38.66
1689998760.0,38.66
1689998820.0,38.66
1689998880.0,38.66
1689998940.0,38.66
1689999000.0,38.66
1689999060.0,38.69
1689999120.0,38.69
1689999180.0,38.69
1689999240.0,38.69
1689999300.0,38.69
1689999360.0,38.69
1689999420.0,38.66
1689999480.0,38.66
1689999540.0,38.69
1689999600.0,38.69
1689999660.0,38.69
1689999720.0,38.69
1689999780.0,38.69
1689999840.0,38.69
1689999900.0,38.69
1689999960.0,38.69
1690000020.0,38.69
1690000080.0,38.69
1690000140.0,38.69
1690000200.0,38.69
1690000260.0,38.69
1690000320.0,38.73
1690000380.0,38.69
1690000440.0,38.73
1690000500.0,38.73
1690000560.0,38.73
1690000620.0,38.73
1690000680.0,38.73
1690000740.0,38.73
1690000800.0,38.73
1690000860.0,38.73
1690000920.0,38.76
1690000980.0,38.76
1690001040.0,38.76
1690001100.0,38.79
1690001160.0,38.79
1690001220.0,38.79
1690001280.0,38.76
1690001340.0,38.79
1690001400.0,38.79
1690001460.0,38.79
1690001520.0,38.76
1690001580.0,38.76
1690001640.0,38.73
1690001700.0,38.73
1690001760.0,38.73
1690001820.0,38.69
1690001880.0,38.66
1690001940.0,38.63
1690002000.0,38.6
1690002060.0,38.54
1690002120.0,38.51
1690002180.0,38.47
1690002240.0,38.44
1690002300.0,38.44
1690002360.0,38.41
1690002420.0,38.38
1690002480.0,38.38
1690002540.0,38.35
1690002600.0,38.35
1690002660.0,38.35
1690002720.0,38.35
1690002780.0,38.35
1690002840.0,38.32
1690002900.0,38.32
1690002960.0,38.32
1690003020.0,38.32
1690003080.0,38.32
1690003140.0,38.32
1690003200.0,38.32
1690003260.0,38.32
1690003320.0,38.32
1690003380.0,38.32
1690003440.0,38.32
1690003500.0,38.28
1690003560.0,38.28
1690003620.0,38.28
1690003680.0,38.28
1690003740.0,38.28
1690003800.0,38.25
1690003860.0,38.25
1690003920.0,38.25
1690003980.0,38.25
1690004040.0,38.25
1690004100.0,38.25
1690004160.0,38.22
1690004220.0,38.25
1690004280.0,38.22
1690004340.0,38.22
1690004400.0,38.22
1690004460.0,38.22
1690004520.0,38.22
1690004580.0,38.22
1690004640.0,38.19
1690004700.0,38.19
1690004760.0,38.16
1690004820.0,38.16
1690004880.0,38.16
1690004940.0,38.13
1690005000.0,38.13
1690005060.0,38.13
1690005120.0,38.13
1690005180.0,38.16
1690005240.0,38.16
1690005300.0,38.16
1690005360.0,38.16
1690005420.0,38.16
1690005480.0,38.16
1690005540.0,38.16
1690005600.0,38.16
1690005660.0,38.16
1690005720.0,38.16
1690005780.0,38.16
1690005840.0,38.16
1690005900.0,38.16
1690005960.0,38.16
1690006020.0,38.16
1690006080.0,38.16
1690006140.0,38.16
1690006200.0,38.16
1690006260.0,38.16
1690006320.0,38.19
1690006380.0,38.19
1690006440.0,38.19
1690006500.0,38.19
1690006560.0,38.19
1690006620.0,38.19
1690006680.0,38.19
1690006740.0,38.22
1690006800.0,38.22
1690006860.0,38.22
1690006920.0,38.22
1690006980.0,38.25
1690007040.0,38.25
1690007100.0,38.25
1690007160.0,38.22
1690007220.0,38.22
1690007280.0,38.22
1690007340.0,38.25
1690007400.0,38.25
1690007460.0,38.25
1690007520.0,38.25
1690007580.0,38.25
1690007640.0,38.25
1690007700.0,38.25
1690007760.0,38.25
1690007820.0,38.25
1690007880.0,38.28
1690007940.0,38.28
1690008000.0,38.32
1690008060.0,38.32
1690008120.0,38.32
1690008180.0,38.32
1690008240.0,38.32
1690008300.0,38.32
1690008360.0,38.32
1690008420.0,38.28
1690008480.0,38.28
1690008540.0,38.28
1690008600.0,38.28
1690008660.0,38.28
1690008720.0,38.28
1690008780.0,38.28
1690008840.0,38.28
1690008900.0,38.28
1690008960.0,38.28
1690009020.0,38.28
1690009080.0,38.28
1690009140.0,38.32
1690009200.0,38.32
1690009260.0,38.32
1690009320.0,38.32
1690009380.0,38.35
1690009440.0,38.35
1690009500.0,38.35
1690009560.0,38.32
1690009620.0,38.32
1690009680.0,38.32
1690009740.0,38.28
1690009800.0,38.28
1690009860.0,38.28
1690009920.0,38.25
1690009980.0,38.25
1690010040.0,38.25
1690010100.0,38.25
1690010160.0,38.25
1690010220.0,38.25
1690010280.0,38.25
1690010340.0,38.25
1690010400.0,38.28
1690010460.0,38.28
1690010520.0,38.28
1690010580.0,38.28
1690010640.0,38.28
1690010700.0,38.28
1690010760.0,38.32
1690010820.0,38.32
1690010880.0,38.32
1690010940.0,38.32
1690011000.0,38.35
1690011060.0,38.35
1690011120.0,38.35
1690011180.0,38.35
1690011240.0,38.35
1690011300.0,38.35
1690011360.0,38.38
1690011420.0,38.38
1690011480.0,38.38
1690011540.0,38.38
1690011600.0,38.38
1690011660.0,38.38
1690011720.0,38.38
1690011780.0,38.38
1690011840.0,38.38
1690011900.0,38.41
1690011960.0,38.41
1690012020.0,38.41
1690012080.0,38.41
1690012140.0,38.41
1690012200.0,38.41
1690012260.0,38.41
1690012320.0,38.41
1690012380.0,38.41
1690012440.0,38.41
1690012500.0,38.41
1690012560.0,38.41
1690012620.0,38.41
1690012680.0,38.38
1690012740.0,38.38
1690012800.0,38.38
1690012860.0,38.41
1690012920.0,38.41
1690012980.0,38.41
1690013040.0,38.41
1690013100.0,38.41
1690013160.0,38.41
1690013220.0,38.41
1690013280.0,38.41
1690013340.0,38.41
1690013400.0,38.41
1690013460.0,38.41
1690013520.0,38.41
1690013580.0,38.41
1690013640.0,38.41
1690013700.0,38.41
1690013760.0,38.41
1690013820.0,38.41
1690013880.0,38.41
1690013940.0,38.41
1690014000.0,38.41
1690014060.0,38.41
1690014120.0,38.44
1690014180.0,38.44
1690014240.0,38.44
1690014300.0,38.44
1690014360.0,38.44
1690014420.0,38.44
1690014480.0,38.44
1690014540.0,38.44
1690014600.0,38.44
1690014660.0,38.44
1690014720.0,38.44
1690014780.0,38.44
1690014840.0,38.44
1690014900.0,38.44
1690014960.0,38.47
1690015020.0,38.47
1690015080.0,38.51
1690015140.0,38.51
1690015200.0,38.51
1690015260.0,38.51
1690015320.0,38.54
1690015380.0,38.54
1690015440.0,38.54
1690015500.0,38.54
1690015560.0,38.51
1690015620.0,38.51
1690015680.0,38.51
1690015740.0,38.47
1690015800.0,38.47
1690015860.0,38.47
1690015920.0,38.47
1690015980.0,38.47
1690016040.0,38.47
1690016100.0,38.44
1690016160.0,38.44
1690016220.0,38.44
1690016280.0,38.44
1690016340.0,38.44
1690016400.0,38.44
1690016460.0,38.44
1690016520.0,38.44
1690016580.0,38.44
1690016640.0,38.44
1690016700.0,38.44
1690016760.0,38.44
1690016820.0,38.44
1690016880.0,38.44
1690016940.0,38.41
1690017000.0,38.41
1690017060.0,38.41
1690017120.0,38.41
1690017180.0,38.41
1690017240.0,38.41
1690017300.0,38.41
1690017360.0,38.41
1690017420.0,38.41
1690017480.0,38.41
1690017540.0,38.41
1690017600.0,38.41
1690017660.0,38.41
1690017720.0,38.41
1690017780.0,38.41
1690017840.0,38.41
1690017900.0,38.41
1690017960.0,38.41
1690018020.0,38.41
1690018080.0,38.41
1690018140.0,38.41
1690018200.0,38.41
1690018260.0,38.41
1690018320.0,38.41
1690018380.0,38.41
1690018440.0,38.44
1690018500.0,38.44
1690018560.0,38.44
1690018620.0,38.47
1690018680.0,38.47
1690018740.0,38.47
1690018800.0,38.51
1690018860.0,38.51
1690018920.0,38.51
1690018980.0,38.47
1690019040.0,38.47
1690019100.0,38.47
1690019160.0,38.47
1690019220.0,38.44
1690019280.0,38.44
1690019340.0,38.41
1690019400.0,38.41
1690019460.0,38.41
1690019520.0,38.38
1690019580.0,38.35
1690019640.0,38.35
1690019700.0,38.35
1690019760.0,38.35
1690019820.0,38.35
1690019880.0,38.35
1690019940.0,38.32
1690020000.0,38.32
1690020060.0,38.32
1690020120.0,38.32
1690020180.0,38.32
1690020240.0,38.35
1690020300.0,38.35
1690020360.0,38.35
1690020420.0,38.35
1690020480.0,38.38
1690020540.0,38.38
1690020600.0,38.38
1690020660.0,38.38
1690020720.0,38.38
1690020780.0,38.38
1690020840.0,38.35
1690020900.0,38.35
1690020960.0,38.35
1690021020.0,38.35
1690021080.0,38.35
1690021140.0,38.35
1690021200.0,38.35
1690021260.0,38.35
1690021320.0,38.35
1690021380.0,38.35
1690021440.0,38.35
1690021500.0,38.35
1690021560.0,38.35
1690021620.0,38.35
1690021680.0,38.35
1690021740.0,38.35
1690021800.0,38.32
1690021860.0,38.32
1690021920.0,38.32
1690021980.0,38.32
1690022040.0,38.32
1690022100.0,38.32
1690022160.0,38.32
1690022220.0,38.32
1690022280.0,38.32
1690022340.0,38.32
1690022400.0,38.32
1690022460.0,38.32
1690022520.0,38.32
1690022580.0,38.32
1690022640.0,38.32
1690022700.0,38.35
1690022760.0,38.35
1690022820.0,38.35
1690022880.0,38.35
1690022940.0,38.35
1690023000.0,38.35
1690023060.0,38.35
1690023120.0,38.35
1690023180.0,38.35
1690023240.0,38.35
1690023300.0,38.35
1690023360.0,38.35
1690023420.0,38.35
1690023480.0,38.35
1690023540.0,38.32
1690023600.0,38.32
1690023660.0,38.28
1690023720.0,38.28
1690023780.0,38.28
1690023840.0,38.28
1690023900.0,38.28
1690023960.0,38.32
1690024020.0,38.32
1690024080.0,38.32
1690024140.0,38.32
1690024200.0,38.32
1690024260.0,38.35
1690024320.0,38.35
1690024380.0,38.35
1690024440.0,38.38
1690024500.0,38.38
1690024560.0,38.38
1690024620.0,38.38
1690024680.0,38.41
1690024740.0,38.41
1690024800.0,38.41
1690024860.0,38.41
1690024920.0,38.41
1690024980.0,38.41
1690025040.0,38.41
1690025100.0,38.44
1690025160.0,38.44
1690025220.0,38.44
1690025280.0,38.47
1690025340.0,38.47
1690025400.0,38.51
1690025460.0,38.51
1690025520.0,38.54
1690025580.0,38.54
1690025640.0,38.54
1690025700.0,38.54
1690025760.0,38.54
1690025820.0,38.54
1690025880.0,38.51
1690025940.0,38.51
1690026000.0,38.51
1690026060.0,38.51
1690026120.0,38.51
1690026180.0,38.51
1690026240.0,38.51
1690026300.0,38.51
1690026360.0,38.51
1690026420.0,38.47
1690026480.0,38.47
1690026540.0,38.47
1690026600.0,38.47
1690026660.0,38.47
1690026720.0,38.47
1690026780.0,38.47
1690026840.0,38.47
1690026900.0,38.47
1690026960.0,38.47
1690027020.0,38.47
1690027080.0,38.47
1690027140.0,38.47
1690027200.0,38.47
1690027260.0,38.47
1690027320.0,38.47
1690027380.0,38.47
1690027440.0,38.47
1690027500.0,38.47
1690027560.0,38.47
1690027620.0,38.47
1690027680.0,38.47
1690027740.0,38.47
1690027800.0,38.47
1690027860.0,38.47
1690027920.0,38.47
1690027980.0,38.47
1690028040.0,38.47
1690028100.0,38.47
1690028160.0,38.51
1690028220.0,38.51
1690028280.0,38.51
1690028340.0,38.51
1690028400.0,38.51
1690028460.0,38.51
1690028520.0,38.47
1690028580.0,38.47
1690028640.0,38.47
1690028700.0,38.47
1690028760.0,38.47
1690028820.0,38.51
1690028880.0,38.51
1690028940.0,38.51
1690029000.0,38.51
1690029060.0,38.51
1690029120.0,38.54
1690029180.0,38.54
1690029240.0,38.54
1690029300.0,38.54
1690029360.0,38.54
1690029420.0,38.54
1690029480.0,38.54
1690029540.0,38.54
1690029600.0,38.57
1690029660.0,38.57
1690029720.0,38.57
1690029780.0,38.57
1690029840.0,38.57
1690029900.0,38.57
1690029960.0,38.57
1690030020.0,38.57
1690030080.0,38.57
1690030140.0,38.57
1690030200.0,38.57
1690030260.0,38.54
1690030320.0,38.54
1690030380.0,38.54
1690030440.0,38.54
1690030500.0,38.54
1690030560.0,38.51
1690030620.0,38.51
1690030680.0,38.47
1690030740.0,38.47
1690030800.0,38.47
1690030860.0,38.44
1690030920.0,38.44
1690030980.0,38.44
1690031040.0,38.44
1690031100.0,38.44
1690031160.0,38.44
1690031220.0,38.44
1690031280.0,38.44
1690031340.0,38.44
1690031400.0,38.44
1690031460.0,38.47
1690031520.0,38.47
1690031580.0,38.44
1690031640.0,38.44
1690031700.0,38.41
1690031760.0,38.38
1690031820.0,38.38
1690031880.0,38.38
1690031940.0,38.35
1690032000.0,38.35
1690032060.0,38.32
1690032120.0,38.32
1690032180.0,38.32
1690032240.0,38.32
1690032300.0,38.28
1690032360.0,38.28
1690032420.0,38.32
1690032480.0,38.32
1690032540.0,38.32
1690032600.0,38.32
1690032660.0,38.28
1690032720.0,38.28
1690032780.0,38.28
1690032840.0,38.28
1690032900.0,38.28
1690032960.0,38.28
1690033020.0,38.32
1690033080.0,38.32
1690033140.0,38.32
1690033200.0,38.32
1690033260.0,38.32
1690033320.0,38.32
1690033380.0,38.32
1690033440.0,38.32
1690033500.0,38.32
1690033560.0,38.32
1690033620.0,38.32
1690033680.0,38.32
1690033740.0,38.32
1690033800.0,38.32
1690033860.0,38.32
1690033920.0,38.32
1690033980.0,38.32
1690034040.0,38.32
1690034100.0,38.35
1690034160.0,38.35
1690034220.0,38.35
1690034280.0,38.35
1690034340.0,38.35
1690034400.0,38.35
1690034460.0,38.35
1690034520.0,38.32
1690034580.0,38.32
1690034640.0,38.32
1690034700.0,38.32
1690034760.0,38.28
1690034820.0,38.32
1690034880.0,38.32
1690034940.0,38.32
1690035000.0,38.32
1690035060.0,38.28
1690035120.0,38.28
1690035180.0,38.28
1690035240.0,38.25
1690035300.0,38.25
1690035360.0,38.25
1690035420.0,38.25
1690035480.0,38.25
1690035540.0,38.25
1690035600.0,38.25
1690035660.0,38.22
1690035720.0,38.22
1690035780.0,38.22
1690035840.0,38.22
1690035900.0,38.22
1690035960.0,38.22
1690036020.0,38.22
1690036080.0,38.22
1690036140.0,38.22
1690036200.0,38.22
1690036260.0,38.22
1690036320.0,38.22
1690036380.0,38.25
1690036440.0,38.25
1690036500.0,38.25
1690036560.0,38.25
1690036620.0,38.25
1690036680.0,38.25
1690036740.0,38.28
